plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	raw_r3_ch1	raw_r4_ch1	raw_r5_ch1	median_ch1	average_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	raw/PlateMedian_r3_ch1	raw/PlateMedian_r4_ch1	raw/PlateMedian_r5_ch1	normalized_r1_ch1	normalized_r2_ch1	normalized_r3_ch1	normalized_r4_ch1	normalized_r5_ch1	PlateName	drug1	concdrug1.micro_M.	drug2	concdrug2.micro_M.	GeneID
2	213	-0.47	I21	neg	neg	2408390	2081200	2100539	NA	NA	2100539	2196709.66666667	1.2	1.11	1.09	NA	NA	1.022	1.002	1.002	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	191	-0.47	H23	neg	neg	1656940	1895734	1781240	1595252	2142818	1781240	1814396.8	1.12	1.18	1.07	1.26	1.07	1.012	1.024	1.005	1.083	1.002	1	PD	0	DMSO	0	DMSO_0_DMSO_0
2	254	-0.47	K14	sample	sample	2251630	2187708	2134679	NA	NA	2187708	2191339	1.12	1.17	1.1	NA	NA	1.008	1.013	1.006	NA	NA	2	Disulfiram	0.625	MK2206	0.625	Disulfiram_0.625_MK2206_0.625
1	349	-0.47	O13	sample	sample	1730300	1884298	1853373	932124	2426237	1853373	1765266.4	1.17	1.17	1.11	0.737	1.21	1.021	1.023	1.013	0.97	1.028	1	AKTi VIII	0.3125	DMSO	0	AKTi VIII_0.3125_DMSO_0.3125
2	380	-0.47	P20	sample	sample	2227100	2118042	2237609	NA	NA	2227100	2194250.33333333	1.11	1.13	1.16	NA	NA	1.006	1.006	1.016	NA	NA	2	DMSO	0	DMSO	0	DMSO_20_DMSO_20
1	282	-0.48	L18	sample	sample	1618092	1729501	1907507	1866408	2139014	1866408	1852104.4	1.1	1.07	1.15	1.48	1.07	1.007	1.005	1.019	1.116	1.002	1	Bendamustine	2.5	AKTi VIII	2.5	Bendamustine_2.5_AKTi VIII_2.5
2	212	-0.48	I20	neg	neg	2256777	2203438	2121841	NA	NA	2203438	2194018.66666667	1.12	1.17	1.1	NA	NA	1.009	1.015	1.004	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	162	-0.48	G18	sample	sample	1813863	1759981	1909662	1124943	2266569	1813863	1775003.6	1.23	1.09	1.15	0.889	1.13	1.031	1.009	1.019	1.009	1.014	1	U0126	2.5	DMSO	0	U0126_2.5_DMSO_2.5
2	133	-0.48	F13	sample	sample	2225810	2082908	2292749	NA	NA	2225810	2200489	1.11	1.11	1.18	NA	NA	1.006	1.003	1.021	NA	NA	2	WORT	0.3125	DMSO	0	WORT_0.3125_DMSO_0.3125
1	357	-0.48	O21	sample	sample	1642775	1752186	1779330	1685269	2325046	1752186	1836921.2	1.11	1.09	1.07	1.33	1.16	1.01	1.008	1.004	1.095	1.019	1	AKTi VIII	0.01953125	DMSO	0	AKTi VIII_0.01953125_DMSO_0.01953125
2	188	-0.48	H20	sample	sample	2337770	2064167	2204833	NA	NA	2204833	2202256.66666667	1.16	1.1	1.14	NA	NA	1.016	1.001	1.012	NA	NA	2	PD	5	DMSO	0	PD_5_DMSO_5
1	370	-0.49	P10	sample	sample	1563111	1679673	1898144	2129430	2204230	1898144	1894917.6	1.06	1.04	1.14	1.68	1.1	1	0.999	1.018	1.144	1.008	1	DMSO	0	DMSO	0	DMSO_10_DMSO_10
2	325	-0.49	N13	sample	sample	2254678	2210565	2131594	NA	NA	2210565	2198945.66666667	1.12	1.18	1.1	NA	NA	1.009	1.015	1.005	NA	NA	2	MK2206	0.3125	DMSO	0	MK2206_0.3125_DMSO_0.3125
1	211	-0.49	I19	neg	neg	1705198	1815652	1939193	1182872	2286362	1815652	1785855.4	1.15	1.13	1.17	0.935	1.14	1.018	1.015	1.022	1.02	1.015	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	255	-0.49	K15	sample	sample	1802211	1897659	1977385	991206	2170548	1897659	1767801.8	1.22	1.18	1.19	0.783	1.08	1.029	1.024	1.026	0.983	1.005	1	Bendamustine	0.15625	MK2206	0.15625	Bendamustine_0.15625_MK2206_0.15625
1	127	-0.49	F07	sample	sample	1694498	1814498	1885276	1832515	2019541	1832515	1849265.6	1.15	1.13	1.13	1.45	1.01	1.017	1.015	1.016	1.112	0.99	1	WORT	2.5	DMSO	0	WORT_2.5_DMSO_2.5
1	307	-0.49	M19	sample	sample	1712925	1776779	1827955	1375705	2337108	1776779	1806094.4	1.16	1.1	1.1	1.09	1.16	1.019	1.011	1.01	1.052	1.02	1	Disulfiram	0.0390625	WORT	0.0390625	Disulfiram_0.0390625_WORT_0.0390625
1	184	-0.5	H16	sample	sample	1626279	1760616	1778518	1826397	2304381	1778518	1859238.2	1.1	1.09	1.07	1.44	1.15	1.008	1.009	1.004	1.112	1.017	1	PD	1.25	DMSO	0	PD_1.25_DMSO_1.25
2	321	-0.5	N09	sample	sample	2344581	2147544	2133026	NA	NA	2147544	2208383.66666667	1.17	1.14	1.1	NA	NA	1.017	1.009	1.005	NA	NA	2	MK2206	1.25	DMSO	0	MK2206_1.25_DMSO_1.25
2	363	-0.5	P03	sample	sample	2241135	2244311	2133780	NA	NA	2241135	2206408.66666667	1.11	1.2	1.1	NA	NA	1.007	1.019	1.006	NA	NA	2	DMSO	0	DMSO	0	DMSO_3_DMSO_3
2	297	-0.51	M09	sample	sample	2327104	2142813	2160555	NA	NA	2160555	2210157.33333333	1.16	1.14	1.12	NA	NA	1.015	1.009	1.008	NA	NA	2	Disulfiram	1.25	WORT	1.25	Disulfiram_1.25_WORT_1.25
2	268	-0.51	L04	sample	sample	2473385	2004625	2179950	NA	NA	2179950	2219320	1.23	1.07	1.13	NA	NA	1.028	0.995	1.01	NA	NA	2	Disulfiram	0.01953125	AKTi VIII	0.01953125	Disulfiram_0.01953125_AKTi VIII_0.01953125
2	370	-0.51	P10	sample	sample	2290677	2131798	2208469	NA	NA	2208469	2210314.66666667	1.14	1.14	1.14	NA	NA	1.012	1.008	1.013	NA	NA	2	DMSO	0	DMSO	0	DMSO_10_DMSO_10
1	285	-0.51	L21	sample	sample	1549614	1834043	1870610	1933355	2208010	1870610	1879126.4	1.05	1.14	1.12	1.53	1.1	0.998	1.017	1.015	1.124	1.008	1	Bendamustine	0.01953125	AKTi VIII	0.01953125	Bendamustine_0.01953125_AKTi VIII_0.01953125
1	178	-0.52	H10	sample	sample	1666336	1794786	1950091	1775435	2090782	1794786	1855486	1.13	1.11	1.17	1.4	1.04	1.013	1.013	1.023	1.106	0.997	1	PD	0.15625	DMSO	0	PD_0.15625_DMSO_0.15625
1	180	-0.52	H12	sample	sample	1750460	1806528	1775110	1866168	2128004	1806528	1865254	1.18	1.12	1.07	1.47	1.06	1.023	1.014	1.004	1.116	1.001	1	PD	0.3125	DMSO	0	PD_0.3125_DMSO_0.3125
1	128	-0.52	F08	sample	sample	1634130	1911357	1947251	1748494	2016703	1911357	1851587	1.11	1.19	1.17	1.38	1.01	1.009	1.026	1.023	1.103	0.99	1	WORT	0.078125	DMSO	0	WORT_0.078125_DMSO_0.078125
1	215	-0.52	I23	neg	neg	1661791	1706135	1812935	1474188	2538212	1706135	1838652.2	1.12	1.06	1.09	1.17	1.27	1.013	1.002	1.008	1.067	1.037	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	253	-0.52	K13	sample	sample	1791175	1944700	2009191	865066	2281224	1944700	1778271.2	1.21	1.21	1.21	0.684	1.14	1.028	1.029	1.029	0.954	1.015	1	Bendamustine	0.3125	MK2206	0.3125	Bendamustine_0.3125_MK2206_0.3125
1	164	-0.52	G20	sample	sample	1765905	1741600	1859611	1331940	2378988	1765905	1815608.8	1.2	1.08	1.12	1.05	1.19	1.025	1.007	1.013	1.045	1.024	1	U0126	5	DMSO	0	U0126_5_DMSO_5
2	311	-0.52	M23	neg	neg	2314723	2169916	2166614	NA	NA	2169916	2217084.33333333	1.15	1.16	1.12	NA	NA	1.014	1.011	1.009	NA	NA	2	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
1	314	-0.53	N02	neg	neg	1639508	1716291	1756298	2157391	2310715	1756298	1916040.6	1.11	1.06	1.06	1.71	1.15	1.01	1.004	1.002	1.147	1.018	1	MK2206	0	DMSO	0	DMSO_0_DMSO_0
1	141	-0.53	F21	sample	sample	1663884	1745903	1918860	1655341	2270601	1745903	1850917.8	1.13	1.08	1.15	1.31	1.13	1.013	1.007	1.02	1.091	1.014	1	WORT	0.01953125	DMSO	0	WORT_0.01953125_DMSO_0.01953125
2	206	-0.53	I14	neg	neg	2391174	2126985	2158466	NA	NA	2158466	2225541.66666667	1.19	1.13	1.12	NA	NA	1.021	1.007	1.008	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	372	-0.54	P12	sample	sample	2237288	2100055	2348026	NA	NA	2237288	2228456.33333333	1.11	1.12	1.21	NA	NA	1.007	1.004	1.026	NA	NA	2	DMSO	0	DMSO	0	DMSO_12_DMSO_12
1	380	-0.54	P20	sample	sample	1666939	1729923	1927114	1848575	2218741	1848575	1878258.4	1.13	1.07	1.16	1.46	1.11	1.013	1.005	1.021	1.114	1.009	1	DMSO	0	DMSO	0	DMSO_20_DMSO_20
1	237	-0.54	J21	sample	sample	1568419	1762822	1948040	1831585	2294485	1831585	1881070.2	1.06	1.09	1.17	1.45	1.14	1.001	1.009	1.023	1.112	1.016	1	Disulfiram	0.01953125	DMSO	0	Disulfiram_0.01953125_DMSO_0.01953125
2	357	-0.54	O21	sample	sample	2224140	2308811	2145189	NA	NA	2224140	2226046.66666667	1.11	1.23	1.11	NA	NA	1.006	1.025	1.007	NA	NA	2	AKTi VIII	0.01953125	DMSO	0	AKTi VIII_0.01953125_DMSO_0.01953125
1	268	-0.56	L04	sample	sample	1646081	1797313	1865726	1982345	2222067	1865726	1902706.4	1.11	1.11	1.12	1.57	1.11	1.011	1.013	1.014	1.129	1.01	1	Bendamustine	0.01953125	AKTi VIII	0.01953125	Bendamustine_0.01953125_AKTi VIII_0.01953125
1	210	-0.56	I18	neg	neg	1788575	1896481	1955673	1103369	2308218	1896481	1810463.2	1.21	1.18	1.18	0.872	1.15	1.028	1.024	1.024	1.005	1.017	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	179	-0.56	H11	sample	sample	2379948	2166453	2175764	NA	NA	2175764	2240721.66666667	1.18	1.15	1.12	NA	NA	1.02	1.011	1.01	NA	NA	2	PD	0.625	DMSO	0	PD_0.625_DMSO_0.625
2	378	-0.57	P18	sample	sample	2257068	2336144	2120749	NA	NA	2257068	2237987	1.12	1.24	1.1	NA	NA	1.009	1.027	1.004	NA	NA	2	DMSO	0	DMSO	0	DMSO_18_DMSO_18
2	331	-0.57	N19	sample	sample	2373658	2206522	2143287	NA	NA	2206522	2241155.66666667	1.18	1.18	1.11	NA	NA	1.019	1.015	1.006	NA	NA	2	MK2206	0.0390625	DMSO	0	MK2206_0.0390625_DMSO_0.0390625
1	318	-0.57	N06	sample	sample	1673744	1727366	1816170	2209265	2276341	1816170	1940577.2	1.13	1.07	1.09	1.75	1.13	1.014	1.005	1.009	1.152	1.015	1	MK2206	0.0390625	DMSO	0	MK2206_0.0390625_DMSO_0.0390625
1	139	-0.57	F19	sample	sample	1843327	1752248	1960621	1690012	2102394	1843327	1869720.4	1.25	1.09	1.18	1.34	1.05	1.034	1.008	1.024	1.095	0.999	1	WORT	0.0390625	DMSO	0	WORT_0.0390625_DMSO_0.0390625
2	202	-0.58	I10	neg	neg	2317089	2240463	2182345	NA	NA	2240463	2246632.33333333	1.15	1.19	1.13	NA	NA	1.014	1.018	1.01	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	148	-0.58	G04	sample	sample	2386497	2141094	2225447	NA	NA	2225447	2251012.66666667	1.19	1.14	1.15	NA	NA	1.021	1.009	1.014	NA	NA	2	U0126	0.01953125	DMSO	0	U0126_0.01953125_DMSO_0.01953125
1	346	-0.59	O10	sample	sample	1853298	1991233	1987654	795949	2419752	1987654	1809577.2	1.25	1.24	1.19	0.629	1.21	1.035	1.034	1.027	0.936	1.027	1	AKTi VIII	0.15625	DMSO	0	AKTi VIII_0.15625_DMSO_0.15625
2	205	-0.59	I13	neg	neg	2403261	2185901	2166013	NA	NA	2185901	2251725	1.19	1.16	1.12	NA	NA	1.022	1.013	1.009	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	209	-0.59	I17	neg	neg	1783102	1940970	2034461	953314	2361750	1940970	1814719.4	1.21	1.2	1.22	0.753	1.18	1.027	1.029	1.032	0.974	1.022	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	333	-0.59	N21	sample	sample	1662567	1816718	1925704	2009088	2174483	1925704	1917712	1.13	1.13	1.16	1.59	1.08	1.013	1.015	1.021	1.132	1.005	1	MK2206	0.01953125	DMSO	0	MK2206_0.01953125_DMSO_0.01953125
1	281	-0.59	L17	sample	sample	1690111	1792697	1901107	1998358	2205503	1901107	1917555.2	1.14	1.11	1.14	1.58	1.1	1.016	1.013	1.018	1.131	1.008	1	Bendamustine	0.078125	AKTi VIII	0.078125	Bendamustine_0.078125_AKTi VIII_0.078125
1	284	-0.59	L20	sample	sample	1629823	1824510	1996091	1924675	2174483	1924675	1909916.4	1.1	1.13	1.2	1.52	1.08	1.009	1.016	1.028	1.123	1.005	1	Bendamustine	5	AKTi VIII	5	Bendamustine_5_AKTi VIII_5
2	359	-0.6	O23	neg	neg	2221484	2321263	2219792	NA	NA	2221484	2254179.66666667	1.1	1.24	1.15	NA	NA	1.006	1.026	1.014	NA	NA	2	AKTi VIII	0	DMSO	0	DMSO_0_DMSO_0
2	110	-0.6	E14	sample	sample	2339169	2145458	2294857	NA	NA	2294857	2259828	1.16	1.14	1.19	NA	NA	1.016	1.009	1.021	NA	NA	2	Bendamustine	0.625	PD	0.625	Bendamustine_0.625_PD_0.625
1	161	-0.6	G17	sample	sample	1721800	1825954	2043819	1068157	2525980	1825954	1837142	1.17	1.13	1.23	0.844	1.26	1.02	1.016	1.033	0.998	1.036	1	U0126	0.078125	DMSO	0	U0126_0.078125_DMSO_0.078125
1	377	-0.6	P17	sample	sample	1693621	1716998	1859245	2046357	2360588	1859245	1935361.8	1.15	1.06	1.12	1.62	1.18	1.017	1.004	1.013	1.136	1.022	1	DMSO	0	DMSO	0	DMSO_17_DMSO_17
1	261	-0.6	K21	sample	sample	1653987	1914718	1964512	1527094	2285369	1914718	1869136	1.12	1.19	1.18	1.21	1.14	1.012	1.026	1.025	1.074	1.015	1	Bendamustine	0.01953125	MK2206	0.01953125	Bendamustine_0.01953125_MK2206_0.01953125
2	199	-0.6	I07	neg	neg	2328155	2197667	2254472	NA	NA	2254472	2260098	1.16	1.17	1.17	NA	NA	1.015	1.014	1.017	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	177	-0.61	H09	sample	sample	1692162	1877348	1821251	1934626	2257745	1877348	1916626.4	1.15	1.16	1.09	1.53	1.13	1.016	1.022	1.009	1.124	1.013	1	PD	1.25	DMSO	0	PD_1.25_DMSO_1.25
2	161	-0.61	G17	sample	sample	2298207	2239198	2243433	NA	NA	2243433	2260279.33333333	1.14	1.19	1.16	NA	NA	1.013	1.018	1.016	NA	NA	2	U0126	0.078125	DMSO	0	U0126_0.078125_DMSO_0.078125
1	345	-0.61	O09	sample	sample	1899854	1962007	2007331	709676	2549014	1962007	1825576.4	1.29	1.22	1.21	0.561	1.27	1.04	1.031	1.029	0.912	1.037	1	AKTi VIII	1.25	DMSO	0	AKTi VIII_1.25_DMSO_1.25
1	137	-0.61	F17	sample	sample	1653483	1798589	1839340	2053949	2353177	1839340	1939707.6	1.12	1.12	1.11	1.62	1.17	1.012	1.013	1.011	1.137	1.021	1	WORT	0.078125	DMSO	0	WORT_0.078125_DMSO_0.078125
1	239	-0.61	J23	neg	neg	1742848	1722131	1791375	1801335	2518632	1791375	1915264.2	1.18	1.07	1.08	1.42	1.26	1.022	1.004	1.006	1.109	1.035	1	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	211	-0.62	I19	neg	neg	2268428	2241623	2290681	NA	NA	2268428	2266910.66666667	1.13	1.19	1.18	NA	NA	1.01	1.018	1.02	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	270	-0.62	L06	sample	sample	1756796	1809171	1905314	2156400	2126911	1905314	1950918.4	1.19	1.12	1.14	1.7	1.06	1.024	1.014	1.018	1.147	1.001	1	Bendamustine	0.0390625	AKTi VIII	0.0390625	Bendamustine_0.0390625_AKTi VIII_0.0390625
2	186	-0.63	H18	sample	sample	2399959	2180705	2236265	NA	NA	2236265	2272309.66666667	1.19	1.16	1.16	NA	NA	1.022	1.012	1.015	NA	NA	2	PD	2.5	DMSO	0	PD_2.5_DMSO_2.5
1	354	-0.63	O18	sample	sample	1779567	1874746	1927533	1310156	2414630	1874746	1861326.4	1.2	1.16	1.16	1.04	1.2	1.027	1.022	1.021	1.042	1.027	1	AKTi VIII	2.5	DMSO	0	AKTi VIII_2.5_DMSO_2.5
2	158	-0.63	G14	sample	sample	2339062	2214348	2267560	NA	NA	2267560	2273656.66666667	1.16	1.18	1.17	NA	NA	1.016	1.016	1.018	NA	NA	2	U0126	0.625	DMSO	0	U0126_0.625_DMSO_0.625
1	320	-0.63	N08	sample	sample	1633296	1927809	1920700	2176832	2135499	1927809	1958827.2	1.11	1.2	1.15	1.72	1.06	1.009	1.027	1.02	1.149	1.002	1	MK2206	0.078125	DMSO	0	MK2206_0.078125_DMSO_0.078125
2	371	-0.63	P11	sample	sample	2255946	2325786	2237740	NA	NA	2255946	2273157.33333333	1.12	1.24	1.16	NA	NA	1.009	1.026	1.016	NA	NA	2	DMSO	0	DMSO	0	DMSO_11_DMSO_11
2	131	-0.64	F11	sample	sample	2359675	2135026	2347186	NA	NA	2347186	2280629	1.17	1.14	1.21	NA	NA	1.018	1.008	1.026	NA	NA	2	WORT	0.625	DMSO	0	WORT_0.625_DMSO_0.625
2	328	-0.64	N16	sample	sample	2373698	2276495	2178380	NA	NA	2276495	2276191	1.18	1.21	1.13	NA	NA	1.019	1.022	1.01	NA	NA	2	MK2206	1.25	DMSO	0	MK2206_1.25_DMSO_1.25
1	182	-0.64	H14	sample	sample	1731864	1823757	1816823	1889209	2391648	1823757	1930660.2	1.17	1.13	1.09	1.49	1.19	1.021	1.016	1.009	1.119	1.025	1	PD	0.625	DMSO	0	PD_0.625_DMSO_0.625
1	171	-0.64	H03	sample	sample	1613769	1785296	1811055	2090066	2538035	1811055	1967644.2	1.09	1.11	1.09	1.65	1.27	1.007	1.012	1.008	1.14	1.037	1	PD	10	DMSO	0	PD_10_DMSO_10
1	326	-0.65	N14	sample	sample	1665449	1812104	1931422	2145862	2276949	1931422	1966357.2	1.13	1.12	1.16	1.7	1.13	1.013	1.015	1.021	1.146	1.015	1	MK2206	0.625	DMSO	0	MK2206_0.625_DMSO_0.625
2	316	-0.65	N04	sample	sample	2284238	2292068	2270151	NA	NA	2284238	2282152.33333333	1.14	1.22	1.17	NA	NA	1.011	1.023	1.019	NA	NA	2	MK2206	0.01953125	DMSO	0	MK2206_0.01953125_DMSO_0.01953125
1	369	-0.65	P09	sample	sample	1634044	1819126	1849469	2232364	2385001	1849469	1984000.8	1.11	1.13	1.11	1.76	1.19	1.009	1.016	1.012	1.154	1.024	1	DMSO	0	DMSO	0	DMSO_9_DMSO_9
2	147	-0.66	G03	sample	sample	2431726	2150869	2289687	NA	NA	2289687	2290760.66666667	1.21	1.15	1.18	NA	NA	1.025	1.009	1.02	NA	NA	2	U0126	10	DMSO	0	U0126_10_DMSO_10
2	201	-0.66	I09	neg	neg	2323525	2266512	2270164	NA	NA	2270164	2286733.66666667	1.15	1.21	1.17	NA	NA	1.015	1.021	1.019	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	307	-0.66	M19	sample	sample	2340515	2235971	2289051	NA	NA	2289051	2288512.33333333	1.16	1.19	1.18	NA	NA	1.016	1.018	1.02	NA	NA	2	Disulfiram	0.0390625	WORT	0.0390625	Disulfiram_0.0390625_WORT_0.0390625
2	373	-0.66	P13	sample	sample	2465905	2230297	2181743	NA	NA	2230297	2292648.33333333	1.23	1.19	1.13	NA	NA	1.027	1.017	1.01	NA	NA	2	DMSO	0	DMSO	0	DMSO_13_DMSO_13
1	280	-0.66	L16	sample	sample	1812873	1865369	2210080	1787825	1947166	1865369	1924662.6	1.23	1.16	1.33	1.41	0.971	1.03	1.021	1.049	1.107	0.983	1	Bendamustine	1.25	AKTi VIII	1.25	Bendamustine_1.25_AKTi VIII_1.25
2	314	-0.67	N02	neg	neg	2361318	2271509	2239084	NA	NA	2271509	2290637	1.17	1.21	1.16	NA	NA	1.018	1.021	1.016	NA	NA	2	MK2206	0	DMSO	0	DMSO_0_DMSO_0
1	272	-0.67	L08	sample	sample	1760533	1901673	2075342	1840057	2069247	1901673	1929370.4	1.19	1.18	1.25	1.45	1.03	1.024	1.025	1.036	1.113	0.995	1	Bendamustine	0.078125	AKTi VIII	0.078125	Bendamustine_0.078125_AKTi VIII_0.078125
1	133	-0.67	F13	sample	sample	1656682	1814473	2045172	1968661	2277201	1968661	1952437.8	1.12	1.13	1.23	1.56	1.14	1.012	1.015	1.033	1.128	1.015	1	WORT	0.3125	DMSO	0	WORT_0.3125_DMSO_0.3125
1	273	-0.67	L09	sample	sample	1612618	1890811	1960914	2135208	2266516	1960914	1973213.4	1.09	1.17	1.18	1.69	1.13	1.007	1.023	1.024	1.145	1.014	1	Bendamustine	1.25	AKTi VIII	1.25	Bendamustine_1.25_AKTi VIII_1.25
1	331	-0.67	N19	sample	sample	1739367	1800642	1790263	2170857	2399427	1800642	1980111.2	1.18	1.12	1.08	1.72	1.2	1.022	1.013	1.006	1.148	1.025	1	MK2206	0.0390625	DMSO	0	MK2206_0.0390625_DMSO_0.0390625
2	107	-0.67	E11	sample	sample	2364258	2187001	2334444	NA	NA	2334444	2295234.33333333	1.18	1.16	1.21	NA	NA	1.019	1.013	1.024	NA	NA	2	Bendamustine	0.625	PD	0.625	Bendamustine_0.625_PD_0.625
2	183	-0.67	H15	sample	sample	2510688	2080540	2319127	NA	NA	2319127	2303451.66666667	1.25	1.11	1.2	NA	NA	1.031	1.002	1.023	NA	NA	2	PD	0.15625	DMSO	0	PD_0.15625_DMSO_0.15625
1	163	-0.67	G19	sample	sample	1858249	1801481	1941547	1233329	2575407	1858249	1882002.6	1.26	1.12	1.17	0.975	1.28	1.036	1.014	1.022	1.029	1.04	1	U0126	0.0390625	DMSO	0	U0126_0.0390625_DMSO_0.0390625
2	164	-0.69	G20	sample	sample	2377913	2167877	2370198	NA	NA	2370198	2305329.33333333	1.18	1.15	1.22	NA	NA	1.02	1.011	1.028	NA	NA	2	U0126	5	DMSO	0	U0126_5_DMSO_5
2	114	-0.69	E18	sample	sample	2538330	2097476	2298225	NA	NA	2298225	2311343.66666667	1.26	1.12	1.19	NA	NA	1.034	1.004	1.021	NA	NA	2	Bendamustine	2.5	PD	2.5	Bendamustine_2.5_PD_2.5
2	182	-0.69	H14	sample	sample	2421563	2100237	2414441	NA	NA	2414441	2312080.33333333	1.2	1.12	1.25	NA	NA	1.024	1.004	1.032	NA	NA	2	PD	0.625	DMSO	0	PD_0.625_DMSO_0.625
2	292	-0.69	M04	sample	sample	2467866	2185299	2273179	NA	NA	2273179	2308781.33333333	1.23	1.16	1.17	NA	NA	1.028	1.013	1.019	NA	NA	2	Disulfiram	0.01953125	WORT	0.01953125	Disulfiram_0.01953125_WORT_0.01953125
2	317	-0.69	N05	sample	sample	2411789	2219762	2288826	NA	NA	2288826	2306792.33333333	1.2	1.18	1.18	NA	NA	1.023	1.016	1.02	NA	NA	2	MK2206	5	DMSO	0	MK2206_5_DMSO_5
2	152	-0.69	G08	sample	sample	2413604	2165304	2348666	NA	NA	2348666	2309191.33333333	1.2	1.15	1.21	NA	NA	1.023	1.011	1.026	NA	NA	2	U0126	0.078125	DMSO	0	U0126_0.078125_DMSO_0.078125
1	172	-0.7	H04	sample	sample	1626181	1805638	1966273	2063896	2461084	1966273	1984614.4	1.1	1.12	1.18	1.63	1.23	1.008	1.014	1.025	1.138	1.03	1	PD	0.01953125	DMSO	0	PD_0.01953125_DMSO_0.01953125
2	210	-0.7	I18	neg	neg	2434851	2231113	2266741	NA	NA	2266741	2310901.66666667	1.21	1.19	1.17	NA	NA	1.025	1.017	1.018	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	109	-0.7	E13	sample	sample	2457324	2096180	2405548	NA	NA	2405548	2319684	1.22	1.12	1.24	NA	NA	1.027	1.004	1.031	NA	NA	2	Bendamustine	0.3125	PD	0.3125	Bendamustine_0.3125_PD_0.3125
1	179	-0.71	H11	sample	sample	1680084	1942192	1910156	1982665	2335189	1942192	1970057.2	1.14	1.2	1.15	1.57	1.16	1.015	1.029	1.019	1.129	1.02	1	PD	0.625	DMSO	0	PD_0.625_DMSO_0.625
1	276	-0.71	L12	sample	sample	1770045	1892937	1991519	2195609	2111034	1991519	1992228.8	1.2	1.17	1.2	1.74	1.05	1.026	1.024	1.028	1.151	0.999	1	Bendamustine	0.3125	AKTi VIII	0.3125	Bendamustine_0.3125_AKTi VIII_0.3125
1	278	-0.71	L14	sample	sample	1686343	1952992	1995309	2101118	2177988	1995309	1982750	1.14	1.21	1.2	1.66	1.09	1.016	1.03	1.028	1.141	1.006	1	Bendamustine	0.625	AKTi VIII	0.625	Bendamustine_0.625_AKTi VIII_0.625
1	359	-0.71	O23	neg	neg	1910879	1794861	1794139	1910385	2415423	1910385	1965137.4	1.29	1.11	1.08	1.51	1.2	1.041	1.013	1.006	1.121	1.027	1	AKTi VIII	0	DMSO	0	DMSO_0_DMSO_0
1	131	-0.71	F11	sample	sample	1621486	1943681	1914659	2098746	2375950	1943681	1990904.4	1.1	1.21	1.15	1.66	1.18	1.008	1.029	1.019	1.141	1.023	1	WORT	0.625	DMSO	0	WORT_0.625_DMSO_0.625
1	174	-0.72	H06	sample	sample	1705309	1766973	1919443	2173655	2472455	1919443	2007567	1.15	1.1	1.15	1.72	1.23	1.018	1.01	1.02	1.148	1.031	1	PD	0.0390625	DMSO	0	PD_0.0390625_DMSO_0.0390625
1	176	-0.72	H08	sample	sample	1674015	1895658	1974753	2137473	2299830	1974753	1996345.8	1.13	1.18	1.19	1.69	1.15	1.014	1.024	1.026	1.145	1.017	1	PD	0.078125	DMSO	0	PD_0.078125_DMSO_0.078125
2	324	-0.72	N12	sample	sample	2362627	2324283	2274449	NA	NA	2324283	2320453	1.17	1.24	1.18	NA	NA	1.018	1.026	1.019	NA	NA	2	MK2206	0.3125	DMSO	0	MK2206_0.3125_DMSO_0.3125
2	200	-0.72	I08	neg	neg	2390678	2301152	2273206	NA	NA	2301152	2321678.66666667	1.19	1.23	1.17	NA	NA	1.021	1.024	1.019	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	157	-0.72	G13	sample	sample	2408068	2184343	2386984	NA	NA	2386984	2326465	1.2	1.16	1.23	NA	NA	1.022	1.013	1.029	NA	NA	2	U0126	0.3125	DMSO	0	U0126_0.3125_DMSO_0.3125
1	186	-0.73	H18	sample	sample	1697082	1833139	2086777	1781378	2396932	1833139	1959061.6	1.15	1.14	1.25	1.41	1.19	1.017	1.017	1.037	1.106	1.025	1	PD	2.5	DMSO	0	PD_2.5_DMSO_2.5
2	377	-0.73	P17	sample	sample	2383229	2348769	2235660	NA	NA	2348769	2322552.66666667	1.18	1.25	1.16	NA	NA	1.02	1.028	1.015	NA	NA	2	DMSO	0	DMSO	0	DMSO_17_DMSO_17
